#	15000	0.001000	15.000000
   0.00100	1.4418080085796239e+23	1.4537157741998318e+20
   0.00200	1.1109124570792393e+21	1.1907765620207795e+18
   0.00300	6.7201200055780598e+19	7.9864104941540176e+16
   0.00400	9.4823295505293906e+18	1.2662904885759580e+16
   0.00500	2.1210226882726661e+18	3.1805753352301895e+15
   0.00600	6.3296991596598810e+17	1.0595526469575232e+15
   0.00700	2.2996998922663574e+17	4.2658273099153519e+14
   0.00800	9.6351573566322192e+16	1.9661274176489947e+14
   0.00900	4.4966263126718832e+16	1.0026116819857728e+14
   0.01000	2.2833110381333332e+16	5.5294905071858453e+13
   0.01100	1.2407715135545360e+16	3.2461794690525121e+13
   0.01200	7.1285233271696770e+15	2.0054079554979762e+13
   0.01300	4.2907050590140270e+15	1.2925556227810086e+13
   0.01400	2.6868050546620210e+15	8.6348511687960596e+12
   0.01500	1.7407732226687522e+15	5.9480461141340381e+12
   0.01600	1.1618760991886345e+15	4.2072728914652861e+12
   0.01700	7.9611823394729950e+14	3.0453967922766514e+12
   0.01800	5.5844004673704944e+14	2.2492785583293521e+12
   0.01900	4.0010171309588306e+14	1.6908385115923025e+12
   0.02000	2.9201699038292194e+14	1.2907367984964194e+12
   0.02100	2.1641351245007388e+14	9.9871980811349756e+11
   0.02200	1.6262830483483859e+14	7.8230629566342371e+11
   0.02300	1.2377102051828259e+14	6.1967799082858508e+11
   0.02400	9.5300273680343719e+13	4.9590697031030249e+11
   0.02500	7.4168291050114641e+13	4.0060669662995874e+11
   0.02600	5.8295485096883344e+13	3.2643840557984412e+11
   0.02700	4.6241061530600094e+13	2.6814292048296078e+11
   0.02800	3.6992620988250367e+13	2.2190185895236069e+11
   0.02900	2.9829425851780793e+13	1.8490923796411032e+11
   0.03000	2.4232107256320098e+13	1.5507981211232953e+11
   0.03100	1.9822146705875543e+13	1.3084770485600943e+11
   0.03200	1.6320748827226570e+13	1.1102555815013388e+11
   0.03300	1.3520528678573654e+13	9.4704809322907303e+10
   0.03400	1.1265783856539568e+13	8.1184280644333649e+10
   0.03500	9.4385917412688105e+12	6.9918496787794083e+10
   0.03600	7.9489070175896270e+12	6.0479905046525269e+10
   0.03700	6.7274374380611631e+12	5.2530998028935638e+10
   0.03800	5.7204697105768398e+12	4.5803560590874474e+10
   0.03900	4.8849692317632285e+12	4.0083090880297630e+10
   0.04000	4.1880984614316040e+12	3.5198121648534401e+10
   0.04100	3.6042478130461865e+12	3.1010023187102798e+10
   0.04200	3.1129975122047808e+12	2.7405775374056610e+10
   0.04300	2.6979771532188940e+12	2.4292777861851830e+10
   0.04400	2.3459944934416553e+12	2.1594800708632935e+10
   0.04500	2.0463657152698728e+12	1.9248806215191280e+10
   0.04600	1.7903974588733840e+12	1.7202440499921406e+10
   0.04700	1.5709839225300195e+12	1.5412043041048023e+10
   0.04800	1.3822917394799148e+12	1.3841059118518003e+10
   0.04900	1.2195122066275466e+12	1.2458767379038088e+10
   0.05000	1.0790307066301455e+12	1.1239255172410542e+10
   0.05100	9.5706951546273120e+11	1.0160224465780396e+10
   0.05200	8.5089698400015186e+11	9.2031549503176651e+09
   0.05300	7.5822547820666431e+11	8.3522579663175135e+09
   0.05400	6.7713277710763123e+11	7.5940324881108494e+09
   0.05500	6.0599848172059058e+11	6.9168997110032177e+09
   0.05600	5.4345236635270642e+11	6.3109012292826271e+09
   0.05700	4.8832591899663049e+11	5.7674488629299212e+09
   0.05800	4.3959839580555243e+11	5.2791229439332905e+09
   0.05900	3.9643732901398462e+11	4.8395245481277380e+09
   0.06000	3.5812981128839130e+11	4.4430872191137533e+09
   0.06100	3.2406376186163995e+11	4.0849574078253622e+09
   0.06200	2.9371236481098572e+11	3.7608936459637222e+09
   0.06300	2.6662110355010562e+11	3.4671812811527367e+09
   0.06400	2.4239692699475421e+11	3.2005601776026311e+09
   0.06500	2.2069917142769559e+11	2.9581632506078768e+09
   0.06600	2.0123193276229022e+11	2.7374640791801810e+09
   0.06700	1.8373764049757254e+11	2.5362321464178910e+09
   0.06800	1.6799163012989188e+11	2.3524945059203186e+09
   0.06900	1.5379754744297574e+11	2.1845028757904267e+09
   0.07000	1.4098344774309351e+11	2.0307053283474510e+09
   0.07100	1.2939847715457245e+11	1.8897218806043575e+09
   0.07200	1.1891004265852017e+11	1.7603234034497850e+09
   0.07300	1.0940139352584961e+11	1.6414133607912648e+09
   0.07400	1.0076954986379486e+11	1.5320119672654152e+09
   0.07500	9.2923524719427811e+10	1.4312424174016204e+09
   0.07600	8.5781126245498230e+10	1.3383188926821926e+09
   0.07700	7.9269856137690704e+10	1.2525377664366944e+09
   0.07800	7.3326953515556732e+10	1.1732679102990036e+09
   0.07900	6.7896574763323441e+10	1.0999409567834468e+09
   0.08000	6.2928958598730362e+10	1.0320443820201232e+09
   0.08100	5.8379700448204819e+10	9.6911542342139292e+08
   0.08200	5.4209120730164436e+10	9.1073572297318804e+08
   0.08300	5.0381713966918732e+10	8.5652660224302363e+08
   0.08400	4.6865667593205193e+10	8.0614488827610493e+08
   0.08500	4.3632440968674828e+10	7.5927922068289971e+08
   0.08600	4.0656396484262337e+10	7.1564677971422493e+08
   0.08700	3.7914475820855194e+10	6.7499038322996259e+08
   0.08800	3.5385915408112335e+10	6.3707590740910745e+08
   0.08900	3.3051995970709660e+10	6.0168999200099516e+08
   0.09000	3.0895821762783981e+10	5.6863799603028548e+08
   0.09100	2.8902125698902885e+10	5.3774217426750147e+08
   0.09200	2.7057097108166164e+10	5.0884004856859857e+08
   0.09300	2.5348229280931210e+10	4.8178295146043241e+08
   0.09400	2.3764184356765362e+10	4.5643472217950118e+08
   0.09500	2.2294283409757378e+10	4.3267053782273579e+08
   0.09600	2.0929205198700726e+10	4.1037625441297841e+08
   0.09700	1.9660516046250221e+10	3.8944704921427768e+08
   0.09800	1.8480536174985989e+10	3.6978653316802746e+08
   0.09900	1.7383742657518272e+10	3.5130599699304146e+08
   0.10000	1.6362048260313877e+10	3.3392225433552319e+08
   0.10100	1.5409650094269617e+10	3.1756020607520932e+08
   0.10200	1.4521243571712534e+10	3.0215055598093969e+08
   0.10300	1.3691975423295183e+10	2.8762931240922713e+08
   0.10400	1.2917401531816153e+10	2.7393733698593193e+08
   0.10500	1.2193449050243855e+10	2.6101993545411581e+08
   0.10600	1.1516382334350288e+10	2.4882648640387195e+08
   0.10700	1.0882772275519016e+10	2.3731010406952167e+08
   0.10800	1.0289468667546558e+10	2.2642733179400265e+08
   0.10900	9.7335752835236530e+09	2.1613786312645608e+08
   0.11000	9.2124273759511642e+09	2.0640428784293243e+08
   0.11100	8.7235713457920837e+09	1.9719186046698126e+08
   0.11200	8.2647463547717390e+09	1.8846828912118918e+08
   0.11300	7.8338426686442785e+09	1.8020354276641744e+08
   0.11400	7.4288803820137129e+09	1.7236970009777316e+08
   0.11500	7.0480950728155632e+09	1.6494081971575946e+08
   0.11600	6.6898558364908924e+09	1.5789272464294389e+08
   0.11700	6.3526541800415745e+09	1.5120286880645299e+08
   0.11800	6.0350939216800680e+09	1.4485021462641141e+08
   0.11900	5.7358819977505846e+09	1.3881512070473135e+08
